Tag,Name,Keyword,VR,VM,Remarks,Tag_cleaned
"(0018,0060)",KVP,KVP,DS,1,,00180060
"(0018,0061)",,,DS,1,RET (2015c),00180061
"(0018,0070)",Counts Accumulated,Counts​Accumulated,IS,1,,00180070
"(0018,0071)",Acquisition Termination Condition,Acquisition​Termination​Condition,CS,1,,00180071
"(0018,0072)",Effective Duration,Effective​Duration,DS,1,,00180072
"(0018,0073)",Acquisition Start Condition,Acquisition​Start​Condition,CS,1,,00180073
"(0018,0074)",Acquisition Start Condition Data,Acquisition​Start​Condition​Data,IS,1,,00180074
"(0018,0075)",Acquisition Termination Condition Data,Acquisition​Termination​Condition​Data,IS,1,,00180075
"(0018,0080)",Repetition Time,Repetition​Time,DS,1,,00180080
"(0018,0081)",Echo Time,Echo​Time,DS,1,,00180081
"(0018,0082)",Inversion Time,Inversion​Time,DS,1,,00180082
"(0018,0083)",Number of Averages,Number​Of​Averages,DS,1,,00180083
"(0018,0084)",Imaging Frequency,Imaging​Frequency,DS,1,,00180084
"(0018,0085)",Imaged Nucleus,Imaged​Nucleus,SH,1,,00180085
"(0018,0086)",Echo Number(s),Echo​Numbers,IS,1-n,,00180086
"(0018,0087)",Magnetic Field Strength,Magnetic​Field​Strength,DS,1,,00180087
"(0018,0088)",Spacing Between Slices,Spacing​Between​Slices,DS,1,,00180088
"(0018,0089)",Number of Phase Encoding Steps,Number​Of​Phase​Encoding​Steps,IS,1,,00180089
"(0018,0090)",Data Collection Diameter,Data​Collection​Diameter,DS,1,,00180090
"(0018,0091)",Echo Train Length,Echo​Train​Length,IS,1,,00180091
"(0018,0093)",Percent Sampling,Percent​Sampling,DS,1,,00180093
"(0018,0094)",Percent Phase Field of View,Percent​Phase​Field​Of​View,DS,1,,00180094
"(0018,0095)",Pixel Bandwidth,Pixel​Bandwidth,DS,1,,00180095
"(0018,1000)",Device Serial Number,Device​Serial​Number,LO,1,,00181000
"(0018,1002)",Device UID,Device​UID,UI,1,,00181002
"(0018,1003)",Device ID,Device​ID,LO,1,,00181003
"(0018,1004)",Plate ID,Plate​ID,LO,1,,00181004
"(0018,1005)",Generator ID,Generator​ID,LO,1,,00181005
"(0018,1006)",Grid ID,Grid​ID,LO,1,,00181006
"(0018,1007)",Cassette ID,Cassette​ID,LO,1,,00181007
"(0018,1008)",Gantry ID,Gantry​ID,LO,1,,00181008
"(0018,1009)",Unique Device Identifier,Unique​Device​Identifier,UT,1,,00181009
"(0018,100A)",UDI Sequence,UDI​Sequence,SQ,1,,0018100A
"(0018,100B)",Manufacturer's Device Class UID,Manufacturer​Device​Class​UID,UI,1-n,,0018100B
"(0018,1010)",Secondary Capture Device ID,Secondary​Capture​Device​ID,LO,1,,00181010
"(0018,1011)",Hardcopy Creation Device ID,Hardcopy​Creation​Device​ID,LO,1,RET (2007),00181011
"(0018,1012)",Date of Secondary Capture,Date​Of​Secondary​Capture,DA,1,,00181012
"(0018,1014)",Time of Secondary Capture,Time​Of​Secondary​Capture,TM,1,,00181014
"(0018,1016)",Secondary Capture Device Manufacturer,Secondary​Capture​Device​Manufacturer,LO,1,,00181016
"(0018,1017)",Hardcopy Device Manufacturer,Hardcopy​Device​Manufacturer,LO,1,RET (2007),00181017
"(0018,1018)",Secondary Capture Device Manufacturer's Model Name,Secondary​Capture​Device​Manufacturer​Model​Name,LO,1,,00181018
"(0018,1019)",Secondary Capture Device Software Versions,Secondary​Capture​Device​Software​Versions,LO,1-n,,00181019
"(0018,101A)",Hardcopy Device Software Version,Hardcopy​Device​Software​Version,LO,1-n,RET (2007),0018101A
"(0018,101B)",Hardcopy Device Manufacturer's Model Name,Hardcopy​Device​Manufacturer​Model​Name,LO,1,RET (2007),0018101B
"(0018,1020)",Software Versions,Software​Versions,LO,1-n,,00181020
"(0018,1022)",Video Image Format Acquired,Video​Image​Format​Acquired,SH,1,,00181022
"(0018,1023)",Digital Image Format Acquired,Digital​Image​Format​Acquired,LO,1,,00181023
"(0018,1030)",Protocol Name,Protocol​Name,LO,1,,00181030
"(0018,1040)",Contrast/Bolus Route,Contrast​Bolus​Route,LO,1,,00181040
"(0018,1041)",Contrast/Bolus Volume,Contrast​Bolus​Volume,DS,1,,00181041
"(0018,1042)",Contrast/Bolus Start Time,Contrast​Bolus​Start​Time,TM,1,,00181042
"(0018,1043)",Contrast/Bolus Stop Time,Contrast​Bolus​Stop​Time,TM,1,,00181043
"(0018,1044)",Contrast/Bolus Total Dose,Contrast​Bolus​Total​Dose,DS,1,,00181044
"(0018,1045)",Syringe Counts,Syringe​Counts,IS,1,,00181045
"(0018,1046)",Contrast Flow Rate,Contrast​Flow​Rate,DS,1-n,,00181046
"(0018,1047)",Contrast Flow Duration,Contrast​Flow​Duration,DS,1-n,,00181047
"(0018,1048)",Contrast/Bolus Ingredient,Contrast​Bolus​Ingredient,CS,1,,00181048
"(0018,1049)",Contrast/Bolus Ingredient Concentration,Contrast​Bolus​Ingredient​Concentration,DS,1,,00181049
"(0018,1050)",Spatial Resolution,Spatial​Resolution,DS,1,,00181050
"(0018,1060)",Trigger Time,Trigger​Time,DS,1,,00181060
"(0018,1061)",Trigger Source or Type,Trigger​Source​Or​Type,LO,1,,00181061
"(0018,1062)",Nominal Interval,Nominal​Interval,IS,1,,00181062
"(0018,1063)",Frame Time,Frame​Time,DS,1,,00181063
"(0018,1064)",Cardiac Framing Type,Cardiac​Framing​Type,LO,1,,00181064
"(0018,1065)",Frame Time Vector,Frame​Time​Vector,DS,1-n,,00181065
"(0018,1066)",Frame Delay,Frame​Delay,DS,1,,00181066
"(0018,1067)",Image Trigger Delay,Image​Trigger​Delay,DS,1,,00181067
"(0018,1068)",Multiplex Group Time Offset,Multiplex​Group​Time​Offset,DS,1,,00181068
"(0018,1069)",Trigger Time Offset,Trigger​Time​Offset,DS,1,,00181069
"(0018,106A)",Synchronization Trigger,Synchronization​Trigger,CS,1,,0018106A
"(0018,106C)",Synchronization Channel,Synchronization​Channel,US,2,,0018106C
"(0018,106E)",Trigger Sample Position,Trigger​Sample​Position,UL,1,,0018106E
"(0018,1070)",Radiopharmaceutical Route,Radio​pharmaceutical​Route,LO,1,,00181070
"(0018,1071)",Radiopharmaceutical Volume,Radio​pharmaceutical​Volume,DS,1,,00181071
"(0018,1072)",Radiopharmaceutical Start Time,Radio​pharmaceutical​Start​Time,TM,1,,00181072
"(0018,1073)",Radiopharmaceutical Stop Time,Radio​pharmaceutical​Stop​Time,TM,1,,00181073
"(0018,1074)",Radionuclide Total Dose,Radionuclide​Total​Dose,DS,1,,00181074
"(0018,1075)",Radionuclide Half Life,Radionuclide​Half​Life,DS,1,,00181075
"(0018,1076)",Radionuclide Positron Fraction,Radionuclide​Positron​Fraction,DS,1,,00181076
"(0018,1077)",Radiopharmaceutical Specific Activity,Radio​pharmaceutical​Specific​Activity,DS,1,,00181077
"(0018,1078)",Radiopharmaceutical Start DateTime,Radio​pharmaceutical​Start​Date​Time,DT,1,,00181078
"(0018,1079)",Radiopharmaceutical Stop DateTime,Radio​pharmaceutical​Stop​Date​Time,DT,1,,00181079
"(0018,1080)",Beat Rejection Flag,Beat​Rejection​Flag,CS,1,,00181080
"(0018,1081)",Low R-R Value,Low​RR​Value,IS,1,,00181081
"(0018,1082)",High R-R Value,High​RR​Value,IS,1,,00181082
"(0018,1083)",Intervals Acquired,Intervals​Acquired,IS,1,,00181083
"(0018,1084)",Intervals Rejected,Intervals​Rejected,IS,1,,00181084
"(0018,1085)",PVC Rejection,PVC​Rejection,LO,1,,00181085
"(0018,1086)",Skip Beats,Skip​Beats,IS,1,,00181086
"(0018,1088)",Heart Rate,Heart​Rate,IS,1,,00181088
"(0018,1090)",Cardiac Number of Images,Cardiac​Number​Of​Images,IS,1,,00181090
"(0018,1094)",Trigger Window,Trigger​Window,IS,1,,00181094
"(0018,1100)",Reconstruction Diameter,Reconstruction​Diameter,DS,1,,00181100
"(0018,1110)",Distance Source to Detector,Distance​Source​To​Detector,DS,1,,00181110
"(0018,1111)",Distance Source to Patient,Distance​Source​To​Patient,DS,1,,00181111
"(0018,1114)",Estimated Radiographic Magnification Factor,Estimated​Radiographic​Magnification​Factor,DS,1,,00181114
"(0018,1120)",Gantry/Detector Tilt,Gantry​Detector​Tilt,DS,1,,00181120
"(0018,1121)",Gantry/Detector Slew,Gantry​Detector​Slew,DS,1,,00181121
"(0018,1130)",Table Height,Table​Height,DS,1,,00181130
"(0018,1131)",Table Traverse,Table​Traverse,DS,1,,00181131
"(0018,1134)",Table Motion,Table​Motion,CS,1,,00181134
"(0018,1135)",Table Vertical Increment,Table​Vertical​Increment,DS,1-n,,00181135
"(0018,1136)",Table Lateral Increment,Table​Lateral​Increment,DS,1-n,,00181136
"(0018,1137)",Table Longitudinal Increment,Table​Longitudinal​Increment,DS,1-n,,00181137
"(0018,1138)",Table Angle,Table​Angle,DS,1,,00181138
"(0018,113A)",Table Type,Table​Type,CS,1,,0018113A
"(0018,1140)",Rotation Direction,Rotation​Direction,CS,1,,00181140
"(0018,1141)",Angular Position,Angular​Position,DS,1,RET (2007),00181141
"(0018,1142)",Radial Position,Radial​Position,DS,1-n,,00181142
"(0018,1143)",Scan Arc,Scan​Arc,DS,1,,00181143
"(0018,1144)",Angular Step,Angular​Step,DS,1,,00181144
"(0018,1145)",Center of Rotation Offset,Center​Of​Rotation​Offset,DS,1,,00181145
"(0018,1146)",Rotation Offset,Rotation​Offset,DS,1-n,RET (1993),00181146
"(0018,1147)",Field of View Shape,Field​Of​View​Shape,CS,1,,00181147
"(0018,1149)",Field of View Dimension(s),Field​Of​View​Dimensions,IS,1-2,,00181149
"(0018,1150)",Exposure Time,Exposure​Time,IS,1,,00181150
"(0018,1151)",X-Ray Tube Current,X​Ray​Tube​Current,IS,1,,00181151
"(0018,1152)",Exposure,Exposure,IS,1,,00181152
"(0018,1153)",Exposure in µAs,Exposure​Inu​As,IS,1,,00181153
"(0018,1154)",Average Pulse Width,Average​Pulse​Width,DS,1,,00181154
"(0018,1155)",Radiation Setting,Radiation​Setting,CS,1,,00181155
"(0018,1156)",Rectification Type,Rectification​Type,CS,1,,00181156
"(0018,115A)",Radiation Mode,Radiation​Mode,CS,1,,0018115A
"(0018,115E)",Image and Fluoroscopy Area Dose Product,Image​And​Fluoroscopy​Area​Dose​Product,DS,1,,0018115E
"(0018,1160)",Filter Type,Filter​Type,SH,1,,00181160
"(0018,1161)",Type of Filters,Type​Of​Filters,LO,1-n,,00181161
"(0018,1162)",Intensifier Size,Intensifier​Size,DS,1,,00181162
"(0018,1164)",Imager Pixel Spacing,Imager​Pixel​Spacing,DS,2,,00181164
"(0018,1166)",Grid,Grid,CS,1-n,,00181166
"(0018,1170)",Generator Power,Generator​Power,IS,1,,00181170
"(0018,1180)",Collimator/grid Name,Collimator​Grid​Name,SH,1,,00181180
"(0018,1181)",Collimator Type,Collimator​Type,CS,1,,00181181
"(0018,1182)",Focal Distance,Focal​Distance,IS,1-2,,00181182
"(0018,1183)",X Focus Center,X​Focus​Center,DS,1-2,,00181183
"(0018,1184)",Y Focus Center,Y​Focus​Center,DS,1-2,,00181184
"(0018,1190)",Focal Spot(s),Focal​Spots,DS,1-n,,00181190
"(0018,1191)",Anode Target Material,Anode​Target​Material,CS,1,,00181191
"(0018,11A0)",Body Part Thickness,Body​Part​Thickness,DS,1,,001811A0
"(0018,11A2)",Compression Force,Compression​Force,DS,1,,001811A2
"(0018,11A3)",Compression Pressure,Compression​​Pressure,DS,1,,001811A3
"(0018,11A4)",Paddle Description,Paddle​Description,LO,1,,001811A4
"(0018,11A5)",Compression Contact Area,Compression​​Contact​​Area,DS,1,,001811A5
"(0018,11B0)",Acquisition Mode,Acquisition​Mode,LO,1,,001811B0
"(0018,11B1)",Dose Mode Name,Dose​Mode​Name,LO,1,,001811B1
"(0018,11B2)",Acquired Subtraction Mask Flag,Acquired​Subtraction​Mask​Flag,CS,1,,001811B2
"(0018,11B3)",Fluoroscopy Persistence Flag,Fluoroscopy​Persistence​Flag,CS,1,,001811B3
"(0018,11B4)",Fluoroscopy Last Image Hold Persistence Flag,Fluoroscopy​Last​Image​Hold​Persistence​Flag,CS,1,,001811B4
"(0018,11B5)",Upper Limit Number Of Persistent Fluoroscopy Frames,Upper​Limit​Number​Of​Persistent​Fluoroscopy​Frames,IS,1,,001811B5
"(0018,11B6)",Contrast/Bolus Auto Injection Trigger Flag,Contrast​Bolus​Auto​Injection​Trigger​Flag,CS,1,,001811B6
"(0018,11B7)",Contrast/Bolus Injection Delay,Contrast​Bolus​Injection​Delay,FD,1,,001811B7
"(0018,11B8)",XA Acquisition Phase Details Sequence,XA​Acquisition​Phase​Details​Sequence,SQ,1,,001811B8
"(0018,11B9)",XA Acquisition Frame Rate,XA​Acquisition​Frame​Rate,FD,1,,001811B9
"(0018,11BA)",XA Plane Details Sequence,XA​Plane​Details​Sequence,SQ,1,,001811BA
"(0018,11BB)",Acquisition Field of View Label,Acquisition​Field​Of​View​Label,LO,1,,001811BB
"(0018,11BC)",X-Ray Filter Details Sequence,XRay​Filter​Details​Sequence,SQ,1,,001811BC
"(0018,11BD)",XA Acquisition Duration,XA​Acquisition​Duration,FD,1,,001811BD
"(0018,11BE)",Reconstruction Pipeline Type,Reconstruction​Pipeline​Type,CS,1,,001811BE
"(0018,11BF)",Image Filter Details Sequence,Image​Filter​Details​Sequence,SQ,1,,001811BF
"(0018,11C0)",Applied Mask Subtraction Flag,Applied​Mask​Subtraction​Flag,CS,1,,001811C0
"(0018,11C1)",Requested Series Description Code Sequence,Requested​Series​Description​Code​Sequence,SQ,1,,001811C1
"(0018,1200)",Date of Last Calibration,Date​Of​Last​Calibration,DA,1-n,,00181200
"(0018,1201)",Time of Last Calibration,Time​Of​Last​Calibration,TM,1-n,,00181201
"(0018,1202)",DateTime of Last Calibration,Date​Time​Of​Last​Calibration,DT,1,,00181202
"(0018,1203)",Calibration DateTime,Calibration​Date​Time,DT,1,,00181203
"(0018,1204)",Date of Manufacture,Date​Of​Manufacture,DA,1,,00181204
"(0018,1205)",Date of Installation,Date​Of​Installation,DA,1,,00181205
"(0018,1210)",Convolution Kernel,Convolution​Kernel,SH,1-n,,00181210
"(0018,1240)",Upper/Lower Pixel Values,Upper​Lower​Pixel​Values,IS,1-n,RET,00181240
"(0018,1242)",Actual Frame Duration,Actual​Frame​Duration,IS,1,,00181242
"(0018,1243)",Count Rate,Count​Rate,IS,1,,00181243
"(0018,1244)",Preferred Playback Sequencing,Preferred​Playback​Sequencing,US,1,,00181244
"(0018,1250)",Receive Coil Name,Receive​Coil​Name,SH,1,,00181250
"(0018,1251)",Transmit Coil Name,Transmit​Coil​Name,SH,1,,00181251
"(0018,1260)",Plate Type,Plate​Type,SH,1,,00181260
"(0018,1261)",Phosphor Type,Phosphor​Type,LO,1,,00181261
"(0018,1271)",Water Equivalent Diameter,Water​Equivalent​Diameter,FD,1,,00181271
"(0018,1272)",Water Equivalent Diameter Calculation Method Code Sequence,Water​Equivalent​Diameter​Calculation​Method​Code​Sequence,SQ,1,,00181272
"(0018,1300)",Scan Velocity,Scan​Velocity,DS,1,,00181300
"(0018,1301)",Whole Body Technique,Whole​Body​Technique,CS,1-n,,00181301
"(0018,1302)",Scan Length,Scan​Length,IS,1,,00181302
"(0018,1310)",Acquisition Matrix,Acquisition​Matrix,US,4,,00181310
"(0018,1312)",In-plane Phase Encoding Direction,In​Plane​Phase​Encoding​Direction,CS,1,,00181312
"(0018,1314)",Flip Angle,Flip​Angle,DS,1,,00181314
"(0018,1315)",Variable Flip Angle Flag,Variable​Flip​Angle​Flag,CS,1,,00181315
"(0018,1316)",SAR,SAR,DS,1,,00181316
"(0018,1318)",dB/dt,d​Bdt,DS,1,,00181318
"(0018,1320)",B1rms,B1rms,FL,1,,00181320
"(0018,1400)",Acquisition Device Processing Description,Acquisition​Device​Processing​Description,LO,1,,00181400
"(0018,1401)",Acquisition Device Processing Code,Acquisition​Device​Processing​Code,LO,1,,00181401
"(0018,1402)",Cassette Orientation,Cassette​Orientation,CS,1,,00181402
"(0018,1403)",Cassette Size,Cassette​Size,CS,1,,00181403
"(0018,1404)",Exposures on Plate,Exposures​On​Plate,US,1,,00181404
"(0018,1405)",Relative X-Ray Exposure,Relative​X​Ray​Exposure,IS,1,,00181405
"(0018,1411)",Exposure Index,Exposure​Index,DS,1,,00181411
"(0018,1412)",Target Exposure Index,Target​Exposure​Index,DS,1,,00181412
"(0018,1413)",Deviation Index,Deviation​Index,DS,1,,00181413
"(0018,1450)",Column Angulation,Column​Angulation,DS,1,,00181450
"(0018,1460)",Tomo Layer Height,Tomo​Layer​Height,DS,1,,00181460
"(0018,1470)",Tomo Angle,Tomo​Angle,DS,1,,00181470
"(0018,1480)",Tomo Time,Tomo​Time,DS,1,,00181480
"(0018,1490)",Tomo Type,Tomo​Type,CS,1,,00181490
"(0018,1491)",Tomo Class,Tomo​Class,CS,1,,00181491
"(0018,1495)",Number of Tomosynthesis Source Images,Number​Of​Tomosynthesis​Source​Images,IS,1,,00181495
"(0018,1500)",Positioner Motion,Positioner​Motion,CS,1,,00181500
"(0018,1508)",Positioner Type,Positioner​Type,CS,1,,00181508
"(0018,1510)",Positioner Primary Angle,Positioner​Primary​Angle,DS,1,,00181510
"(0018,1511)",Positioner Secondary Angle,Positioner​Secondary​Angle,DS,1,,00181511
"(0018,1520)",Positioner Primary Angle Increment,Positioner​Primary​Angle​Increment,DS,1-n,,00181520
"(0018,1521)",Positioner Secondary Angle Increment,Positioner​Secondary​Angle​Increment,DS,1-n,,00181521
"(0018,1530)",Detector Primary Angle,Detector​Primary​Angle,DS,1,,00181530
"(0018,1531)",Detector Secondary Angle,Detector​Secondary​Angle,DS,1,,00181531
"(0018,1600)",Shutter Shape,Shutter​Shape,CS,1-3,,00181600
"(0018,1602)",Shutter Left Vertical Edge,Shutter​Left​Vertical​Edge,IS,1,,00181602
"(0018,1604)",Shutter Right Vertical Edge,Shutter​Right​Vertical​Edge,IS,1,,00181604
"(0018,1606)",Shutter Upper Horizontal Edge,Shutter​Upper​Horizontal​Edge,IS,1,,00181606
"(0018,1608)",Shutter Lower Horizontal Edge,Shutter​Lower​Horizontal​Edge,IS,1,,00181608
"(0018,1610)",Center of Circular Shutter,Center​Of​Circular​Shutter,IS,2,,00181610
"(0018,1612)",Radius of Circular Shutter,Radius​Of​Circular​Shutter,IS,1,,00181612
"(0018,1620)",Vertices of the Polygonal Shutter,Vertices​Of​The​Polygonal​Shutter,IS,2-2n,,00181620
"(0018,1622)",Shutter Presentation Value,Shutter​Presentation​Value,US,1,,00181622
"(0018,1623)",Shutter Overlay Group,Shutter​Overlay​Group,US,1,,00181623
"(0018,1624)",Shutter Presentation Color CIELab Value,Shutter​Presentation​Color​CIE​Lab​Value,US,3,,00181624
"(0018,1630)",Outline Shape Type,Outline​Shape​Type,CS,1,,00181630
"(0018,1631)",Outline Left Vertical Edge,Outline​Left​Vertical​Edge,FD,1,,00181631
"(0018,1632)",Outline Right Vertical Edge,Outline​Right​Vertical​Edge,FD,1,,00181632
"(0018,1633)",Outline Upper Horizontal Edge,Outline​Upper​Horizontal​Edge,FD,1,,00181633
"(0018,1634)",Outline Lower Horizontal Edge,Outline​Lower​Horizontal​Edge,FD,1,,00181634
"(0018,1635)",Center of Circular Outline,Center​Of​Circular​Outline,FD,2,,00181635
"(0018,1636)",Diameter of Circular Outline,Diameter​Of​Circular​Outline,FD,1,,00181636
"(0018,1637)",Number of Polygonal Vertices,Number​Of​Polygonal​Vertices,UL,1,,00181637
"(0018,1638)",Vertices of the Polygonal Outline,Vertices​Of​The​Polygonal​Outline,OF,1,,00181638
"(0018,1700)",Collimator Shape,Collimator​Shape,CS,1-3,,00181700
"(0018,1702)",Collimator Left Vertical Edge,Collimator​Left​Vertical​Edge,IS,1,,00181702
"(0018,1704)",Collimator Right Vertical Edge,Collimator​Right​Vertical​Edge,IS,1,,00181704
"(0018,1706)",Collimator Upper Horizontal Edge,Collimator​Upper​Horizontal​Edge,IS,1,,00181706
"(0018,1708)",Collimator Lower Horizontal Edge,Collimator​Lower​Horizontal​Edge,IS,1,,00181708
"(0018,1710)",Center of Circular Collimator,Center​Of​Circular​Collimator,IS,2,,00181710
"(0018,1712)",Radius of Circular Collimator,Radius​Of​Circular​Collimator,IS,1,,00181712
"(0018,1720)",Vertices of the Polygonal Collimator,Vertices​Of​The​Polygonal​Collimator,IS,2-2n,,00181720
"(0018,1800)",Acquisition Time Synchronized,Acquisition​Time​Synchronized,CS,1,,00181800
"(0018,1801)",Time Source,Time​Source,SH,1,,00181801
"(0018,1802)",Time Distribution Protocol,Time​Distribution​Protocol,CS,1,,00181802
"(0018,1803)",NTP Source Address,NTP​Source​Address,LO,1,,00181803
"(0018,2001)",Page Number Vector,Page​Number​Vector,IS,1-n,,00182001
"(0018,2002)",Frame Label Vector,Frame​Label​Vector,SH,1-n,,00182002
"(0018,2003)",Frame Primary Angle Vector,Frame​Primary​Angle​Vector,DS,1-n,,00182003
"(0018,2004)",Frame Secondary Angle Vector,Frame​Secondary​Angle​Vector,DS,1-n,,00182004
"(0018,2005)",Slice Location Vector,Slice​Location​Vector,DS,1-n,,00182005
"(0018,2006)",Display Window Label Vector,Display​Window​Label​Vector,SH,1-n,,00182006
"(0018,2010)",Nominal Scanned Pixel Spacing,Nominal​Scanned​Pixel​Spacing,DS,2,,00182010
"(0018,2020)",Digitizing Device Transport Direction,Digitizing​Device​Transport​Direction,CS,1,,00182020
"(0018,2030)",Rotation of Scanned Film,Rotation​Of​Scanned​Film,DS,1,,00182030
"(0018,2041)",Biopsy Target Sequence,Biopsy​Target​Sequence,SQ,1,,00182041
"(0018,2042)",Target UID,Target​UID,UI,1,,00182042
"(0018,2043)",Localizing Cursor Position,Localizing​Cursor​Position,FL,2,,00182043
"(0018,2044)",Calculated Target Position,Calculated​Target​Position,FL,3,,00182044
"(0018,2045)",Target Label,Target​Label,SH,1,,00182045
"(0018,2046)",Displayed Z Value,Displayed​Z​Value,FL,1,,00182046
"(0018,3100)",IVUS Acquisition,IVUS​Acquisition,CS,1,,00183100
"(0018,3101)",IVUS Pullback Rate,IVUS​Pullback​Rate,DS,1,,00183101
"(0018,3102)",IVUS Gated Rate,IVUS​Gated​Rate,DS,1,,00183102
"(0018,3103)",IVUS Pullback Start Frame Number,IVUS​Pullback​Start​Frame​Number,IS,1,,00183103
"(0018,3104)",IVUS Pullback Stop Frame Number,IVUS​Pullback​Stop​Frame​Number,IS,1,,00183104
"(0018,3105)",Lesion Number,Lesion​Number,IS,1-n,,00183105
"(0018,4000)",Acquisition Comments,Acquisition​Comments,LT,1,RET,00184000
"(0018,5000)",Output Power,Output​Power,SH,1-n,,00185000
"(0018,5010)",Transducer Data,Transducer​Data,LO,1-n,,00185010
"(0018,5011)",Transducer Identification Sequence,Transducer​Identification​Sequence,SQ,1,,00185011
"(0018,5012)",Focus Depth,Focus​Depth,DS,1,,00185012
"(0018,5020)",Processing Function,Processing​Function,LO,1,,00185020
"(0018,5021)",Postprocessing Function,Postprocessing​Function,LO,1,RET (2007),00185021
"(0018,5022)",Mechanical Index,Mechanical​Index,DS,1,,00185022
"(0018,5024)",Bone Thermal Index,Bone​Thermal​Index,DS,1,,00185024
"(0018,5026)",Cranial Thermal Index,Cranial​Thermal​Index,DS,1,,00185026
"(0018,5027)",Soft Tissue Thermal Index,Soft​Tissue​Thermal​Index,DS,1,,00185027
"(0018,5028)",Soft Tissue-focus Thermal Index,Soft​Tissue​Focus​Thermal​Index,DS,1,,00185028
"(0018,5029)",Soft Tissue-surface Thermal Index,Soft​Tissue​Surface​Thermal​Index,DS,1,,00185029
"(0018,5030)",Dynamic Range,Dynamic​Range,DS,1,RET,00185030
"(0018,5040)",Total Gain,Total​Gain,DS,1,RET,00185040
"(0018,5050)",Depth of Scan Field,Depth​Of​Scan​Field,IS,1,,00185050
"(0018,5100)",Patient Position,Patient​Position,CS,1,,00185100
"(0018,5101)",View Position,View​Position,CS,1,,00185101
"(0018,5104)",Projection Eponymous Name Code Sequence,Projection​Eponymous​Name​Code​Sequence,SQ,1,,00185104
"(0018,5210)",Image Transformation Matrix,Image​Transformation​Matrix,DS,6,RET (2003),00185210
"(0018,5212)",Image Translation Vector,Image​Translation​Vector,DS,3,RET (2003),00185212
"(0018,6000)",Sensitivity,Sensitivity,DS,1,,00186000
"(0018,6011)",Sequence of Ultrasound Regions,Sequence​Of​Ultrasound​Regions,SQ,1,,00186011
"(0018,6012)",Region Spatial Format,Region​Spatial​Format,US,1,,00186012
"(0018,6014)",Region Data Type,Region​Data​Type,US,1,,00186014
"(0018,6016)",Region Flags,Region​Flags,UL,1,,00186016
"(0018,6018)",Region Location Min X0,Region​Location​Min​X0,UL,1,,00186018
"(0018,601A)",Region Location Min Y0,Region​Location​Min​Y0,UL,1,,0018601A
"(0018,601C)",Region Location Max X1,Region​Location​Max​X1,UL,1,,0018601C
"(0018,601E)",Region Location Max Y1,Region​Location​Max​Y1,UL,1,,0018601E
"(0018,6020)",Reference Pixel X0,Reference​Pixel​X0,SL,1,,00186020
"(0018,6022)",Reference Pixel Y0,Reference​Pixel​Y0,SL,1,,00186022
"(0018,6024)",Physical Units X Direction,Physical​Units​X​Direction,US,1,,00186024
"(0018,6026)",Physical Units Y Direction,Physical​Units​Y​Direction,US,1,,00186026
"(0018,6028)",Reference Pixel Physical Value X,Reference​Pixel​Physical​Value​X,FD,1,,00186028
"(0018,602A)",Reference Pixel Physical Value Y,Reference​Pixel​Physical​Value​Y,FD,1,,0018602A
"(0018,602C)",Physical Delta X,Physical​Delta​X,FD,1,,0018602C
"(0018,602E)",Physical Delta Y,Physical​Delta​Y,FD,1,,0018602E
"(0018,6030)",Transducer Frequency,Transducer​Frequency,UL,1,,00186030
"(0018,6031)",Transducer Type,Transducer​Type,CS,1,,00186031
"(0018,6032)",Pulse Repetition Frequency,Pulse​Repetition​Frequency,UL,1,,00186032
"(0018,6034)",Doppler Correction Angle,Doppler​Correction​Angle,FD,1,,00186034
"(0018,6036)",Steering Angle,Steering​Angle,FD,1,,00186036
"(0018,6038)",Doppler Sample Volume X Position (Retired),Doppler​Sample​Volume​X​Position​Retired,UL,1,RET (2001),00186038
"(0018,6039)",Doppler Sample Volume X Position,Doppler​Sample​Volume​X​Position,SL,1,,00186039
"(0018,603A)",Doppler Sample Volume Y Position (Retired),Doppler​Sample​Volume​Y​Position​Retired,UL,1,RET (2001),0018603A
"(0018,603B)",Doppler Sample Volume Y Position,Doppler​Sample​Volume​Y​Position,SL,1,,0018603B
"(0018,603C)",TM-Line Position X0 (Retired),TM​Line​Position​X0Retired,UL,1,RET (2001),0018603C
"(0018,603D)",TM-Line Position X0,TM​Line​Position​X0,SL,1,,0018603D
"(0018,603E)",TM-Line Position Y0 (Retired),TM​Line​Position​Y0Retired,UL,1,RET (2001),0018603E
"(0018,603F)",TM-Line Position Y0,TM​Line​Position​Y0,SL,1,,0018603F
"(0018,6040)",TM-Line Position X1 (Retired),TM​Line​Position​X1Retired,UL,1,RET (2001),00186040
"(0018,6041)",TM-Line Position X1,TM​Line​Position​X1,SL,1,,00186041
"(0018,6042)",TM-Line Position Y1 (Retired),TM​Line​Position​Y1Retired,UL,1,RET (2001),00186042
"(0018,6043)",TM-Line Position Y1,TM​Line​Position​Y1,SL,1,,00186043
"(0018,6044)",Pixel Component Organization,Pixel​Component​Organization,US,1,,00186044
"(0018,6046)",Pixel Component Mask,Pixel​Component​Mask,UL,1,,00186046
"(0018,6048)",Pixel Component Range Start,Pixel​Component​Range​Start,UL,1,,00186048
"(0018,604A)",Pixel Component Range Stop,Pixel​Component​Range​Stop,UL,1,,0018604A
