,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
1118,2128101119,TM-Line Position X0 (Retired),Measurement,DICOM,DICOM Attributes,,0018603C,19930101,20991231,
1119,2128101120,TM-Line Position X0,Measurement,DICOM,DICOM Attributes,,0018603D,19930101,20991231,
1120,2128101121,TM-Line Position Y0 (Retired),Measurement,DICOM,DICOM Attributes,,0018603E,19930101,20991231,
1121,2128101122,TM-Line Position Y0,Measurement,DICOM,DICOM Attributes,,0018603F,19930101,20991231,
1122,2128101123,TM-Line Position X1 (Retired),Measurement,DICOM,DICOM Attributes,,00186040,19930101,20991231,
1123,2128101124,TM-Line Position X1,Measurement,DICOM,DICOM Attributes,,00186041,19930101,20991231,
1124,2128101125,TM-Line Position Y1 (Retired),Measurement,DICOM,DICOM Attributes,,00186042,19930101,20991231,
1125,2128101126,TM-Line Position Y1,Measurement,DICOM,DICOM Attributes,,00186043,19930101,20991231,
1126,2128101127,Pixel Component Organization,Measurement,DICOM,DICOM Attributes,,00186044,19930101,20991231,
1127,2128101128,Pixel Component Mask,Measurement,DICOM,DICOM Attributes,,00186046,19930101,20991231,
1128,2128101129,Pixel Component Range Start,Measurement,DICOM,DICOM Attributes,,00186048,19930101,20991231,
1129,2128101130,Pixel Component Range Stop,Measurement,DICOM,DICOM Attributes,,0018604A,19930101,20991231,
1130,2128101131,Pixel Component Physical Units,Measurement,DICOM,DICOM Attributes,,0018604C,19930101,20991231,
1131,2128101132,Pixel Component Data Type,Measurement,DICOM,DICOM Attributes,,0018604E,19930101,20991231,
1132,2128101133,Number of Table Break Points,Measurement,DICOM,DICOM Attributes,,00186050,19930101,20991231,
1133,2128101134,Table of X Break Points,Measurement,DICOM,DICOM Attributes,,00186052,19930101,20991231,
1134,2128101135,Table of Y Break Points,Measurement,DICOM,DICOM Attributes,,00186054,19930101,20991231,
1135,2128101136,Number of Table Entries,Measurement,DICOM,DICOM Attributes,,00186056,19930101,20991231,
1136,2128101137,Table of Pixel Values,Measurement,DICOM,DICOM Attributes,,00186058,19930101,20991231,
1137,2128101138,Table of Parameter Values,Measurement,DICOM,DICOM Attributes,,0018605A,19930101,20991231,
1138,2128101139,R Wave Time Vector,Measurement,DICOM,DICOM Attributes,,00186060,19930101,20991231,
1139,2128101140,Active Image Area Overlay Group,Measurement,DICOM,DICOM Attributes,,00186070,19930101,20991231,
1140,2128101141,Detector Conditions Nominal Flag,Measurement,DICOM,DICOM Attributes,,00187000,19930101,20991231,
1141,2128101142,Detector Temperature,Measurement,DICOM,DICOM Attributes,,00187001,19930101,20991231,
1142,2128101143,Detector Type,Measurement,DICOM,DICOM Attributes,,00187004,19930101,20991231,
1143,2128101144,Detector Configuration,Measurement,DICOM,DICOM Attributes,,00187005,19930101,20991231,
1144,2128101145,Detector Description,Measurement,DICOM,DICOM Attributes,,00187006,19930101,20991231,
1145,2128101146,Detector Mode,Measurement,DICOM,DICOM Attributes,,00187008,19930101,20991231,
1146,2128101147,Detector ID,Measurement,DICOM,DICOM Attributes,,0018700A,19930101,20991231,
1147,2128101148,Date of Last Detector Calibration,Measurement,DICOM,DICOM Attributes,,0018700C,19930101,20991231,
1148,2128101149,Time of Last Detector Calibration,Measurement,DICOM,DICOM Attributes,,0018700E,19930101,20991231,
1149,2128101150,Exposures on Detector Since Last Calibration,Measurement,DICOM,DICOM Attributes,,00187010,19930101,20991231,
1150,2128101151,Exposures on Detector Since Manufactured,Measurement,DICOM,DICOM Attributes,,00187011,19930101,20991231,
1151,2128101152,Detector Time Since Last Exposure,Measurement,DICOM,DICOM Attributes,,00187012,19930101,20991231,
1152,2128101153,Detector Active Time,Measurement,DICOM,DICOM Attributes,,00187014,19930101,20991231,
1153,2128101154,Detector Activation Offset From Exposure,Measurement,DICOM,DICOM Attributes,,00187016,19930101,20991231,
1154,2128101155,Detector Binning,Measurement,DICOM,DICOM Attributes,,0018701A,19930101,20991231,
1155,2128101156,Detector Element Physical Size,Measurement,DICOM,DICOM Attributes,,00187020,19930101,20991231,
1156,2128101157,Detector Element Spacing,Measurement,DICOM,DICOM Attributes,,00187022,19930101,20991231,
1157,2128101158,Detector Active Shape,Measurement,DICOM,DICOM Attributes,,00187024,19930101,20991231,
1158,2128101159,Detector Active Dimension(s),Measurement,DICOM,DICOM Attributes,,00187026,19930101,20991231,
1159,2128101160,Detector Active Origin,Measurement,DICOM,DICOM Attributes,,00187028,19930101,20991231,
1160,2128101161,Detector Manufacturer Name,Measurement,DICOM,DICOM Attributes,,0018702A,19930101,20991231,
1161,2128101162,Detector Manufacturer's Model Name,Measurement,DICOM,DICOM Attributes,,0018702B,19930101,20991231,
1162,2128101163,Field of View Origin,Measurement,DICOM,DICOM Attributes,,00187030,19930101,20991231,
1163,2128101164,Field of View Rotation,Measurement,DICOM,DICOM Attributes,,00187032,19930101,20991231,
1164,2128101165,Field of View Horizontal Flip,Measurement,DICOM,DICOM Attributes,,00187034,19930101,20991231,
1165,2128101166,Pixel Data Area Origin Relative To FOV,Measurement,DICOM,DICOM Attributes,,00187036,19930101,20991231,
1166,2128101167,Pixel Data Area Rotation Angle Relative To FOV,Measurement,DICOM,DICOM Attributes,,00187038,19930101,20991231,
1167,2128101168,Grid Absorbing Material,Measurement,DICOM,DICOM Attributes,,00187040,19930101,20991231,
1168,2128101169,Grid Spacing Material,Measurement,DICOM,DICOM Attributes,,00187041,19930101,20991231,
1169,2128101170,Grid Thickness,Measurement,DICOM,DICOM Attributes,,00187042,19930101,20991231,
1170,2128101171,Grid Pitch,Measurement,DICOM,DICOM Attributes,,00187044,19930101,20991231,
1171,2128101172,Grid Aspect Ratio,Measurement,DICOM,DICOM Attributes,,00187046,19930101,20991231,
1172,2128101173,Grid Period,Measurement,DICOM,DICOM Attributes,,00187048,19930101,20991231,
1173,2128101174,Grid Focal Distance,Measurement,DICOM,DICOM Attributes,,0018704C,19930101,20991231,
1174,2128101175,Filter Material,Measurement,DICOM,DICOM Attributes,,00187050,19930101,20991231,
1175,2128101176,Filter Thickness Minimum,Measurement,DICOM,DICOM Attributes,,00187052,19930101,20991231,
1176,2128101177,Filter Thickness Maximum,Measurement,DICOM,DICOM Attributes,,00187054,19930101,20991231,
1177,2128101178,Filter Beam Path Length Minimum,Measurement,DICOM,DICOM Attributes,,00187056,19930101,20991231,
1178,2128101179,Filter Beam Path Length Maximum,Measurement,DICOM,DICOM Attributes,,00187058,19930101,20991231,
1179,2128101180,Exposure Control Mode,Measurement,DICOM,DICOM Attributes,,00187060,19930101,20991231,
1180,2128101181,Exposure Control Mode Description,Measurement,DICOM,DICOM Attributes,,00187062,19930101,20991231,
1181,2128101182,Exposure Status,Measurement,DICOM,DICOM Attributes,,00187064,19930101,20991231,
1182,2128101183,Phototimer Setting,Measurement,DICOM,DICOM Attributes,,00187065,19930101,20991231,
1183,2128101184,Exposure Time in µS,Measurement,DICOM,DICOM Attributes,,00188150,19930101,20991231,
1184,2128101185,X-Ray Tube Current in µA,Measurement,DICOM,DICOM Attributes,,00188151,19930101,20991231,
1185,2128101186,Content Qualification,Measurement,DICOM,DICOM Attributes,,00189004,19930101,20991231,
1186,2128101187,Pulse Sequence Name,Measurement,DICOM,DICOM Attributes,,00189005,19930101,20991231,
1187,2128101188,MR Imaging Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00189006,19930101,20991231,
1188,2128101189,Echo Pulse Sequence,Measurement,DICOM,DICOM Attributes,,00189008,19930101,20991231,
1189,2128101190,Inversion Recovery,Measurement,DICOM,DICOM Attributes,,00189009,19930101,20991231,
1190,2128101191,Flow Compensation,Measurement,DICOM,DICOM Attributes,,00189010,19930101,20991231,
1191,2128101192,Multiple Spin Echo,Measurement,DICOM,DICOM Attributes,,00189011,19930101,20991231,
1192,2128101193,Multi-planar Excitation,Measurement,DICOM,DICOM Attributes,,00189012,19930101,20991231,
1193,2128101194,Phase Contrast,Measurement,DICOM,DICOM Attributes,,00189014,19930101,20991231,
1194,2128101195,Time of Flight Contrast,Measurement,DICOM,DICOM Attributes,,00189015,19930101,20991231,
1195,2128101196,Spoiling,Measurement,DICOM,DICOM Attributes,,00189016,19930101,20991231,
1196,2128101197,Steady State Pulse Sequence,Measurement,DICOM,DICOM Attributes,,00189017,19930101,20991231,
1197,2128101198,Echo Planar Pulse Sequence,Measurement,DICOM,DICOM Attributes,,00189018,19930101,20991231,
1198,2128101199,Tag Angle First Axis,Measurement,DICOM,DICOM Attributes,,00189019,19930101,20991231,
1199,2128101200,Magnetization Transfer,Measurement,DICOM,DICOM Attributes,,00189020,19930101,20991231,
1200,2128101201,T2 Preparation,Measurement,DICOM,DICOM Attributes,,00189021,19930101,20991231,
1201,2128101202,Blood Signal Nulling,Measurement,DICOM,DICOM Attributes,,00189022,19930101,20991231,
1202,2128101203,Saturation Recovery,Measurement,DICOM,DICOM Attributes,,00189024,19930101,20991231,
1203,2128101204,Spectrally Selected Suppression,Measurement,DICOM,DICOM Attributes,,00189025,19930101,20991231,
1204,2128101205,Spectrally Selected Excitation,Measurement,DICOM,DICOM Attributes,,00189026,19930101,20991231,
1205,2128101206,Spatial Pre-saturation,Measurement,DICOM,DICOM Attributes,,00189027,19930101,20991231,
1206,2128101207,Tagging,Measurement,DICOM,DICOM Attributes,,00189028,19930101,20991231,
1207,2128101208,Oversampling Phase,Measurement,DICOM,DICOM Attributes,,00189029,19930101,20991231,
1208,2128101209,Tag Spacing First Dimension,Measurement,DICOM,DICOM Attributes,,00189030,19930101,20991231,
1209,2128101210,Geometry of k-Space Traversal,Measurement,DICOM,DICOM Attributes,,00189032,19930101,20991231,
1210,2128101211,Segmented k-Space Traversal,Measurement,DICOM,DICOM Attributes,,00189033,19930101,20991231,
1211,2128101212,Rectilinear Phase Encode Reordering,Measurement,DICOM,DICOM Attributes,,00189034,19930101,20991231,
1212,2128101213,Tag Thickness,Measurement,DICOM,DICOM Attributes,,00189035,19930101,20991231,
1213,2128101214,Partial Fourier Direction,Measurement,DICOM,DICOM Attributes,,00189036,19930101,20991231,
1214,2128101215,Cardiac Synchronization Technique,Measurement,DICOM,DICOM Attributes,,00189037,19930101,20991231,
1215,2128101216,Receive Coil Manufacturer Name,Measurement,DICOM,DICOM Attributes,,00189041,19930101,20991231,
1216,2128101217,MR Receive Coil Sequence,Measurement,DICOM,DICOM Attributes,,00189042,19930101,20991231,
1217,2128101218,Receive Coil Type,Measurement,DICOM,DICOM Attributes,,00189043,19930101,20991231,
1218,2128101219,Quadrature Receive Coil,Measurement,DICOM,DICOM Attributes,,00189044,19930101,20991231,
1219,2128101220,Multi-Coil Definition Sequence,Measurement,DICOM,DICOM Attributes,,00189045,19930101,20991231,
1220,2128101221,Multi-Coil Configuration,Measurement,DICOM,DICOM Attributes,,00189046,19930101,20991231,
1221,2128101222,Multi-Coil Element Name,Measurement,DICOM,DICOM Attributes,,00189047,19930101,20991231,
1222,2128101223,Multi-Coil Element Used,Measurement,DICOM,DICOM Attributes,,00189048,19930101,20991231,
1223,2128101224,MR Transmit Coil Sequence,Measurement,DICOM,DICOM Attributes,,00189049,19930101,20991231,
1224,2128101225,Transmit Coil Manufacturer Name,Measurement,DICOM,DICOM Attributes,,00189050,19930101,20991231,
1225,2128101226,Transmit Coil Type,Measurement,DICOM,DICOM Attributes,,00189051,19930101,20991231,
1226,2128101227,Spectral Width,Measurement,DICOM,DICOM Attributes,,00189052,19930101,20991231,
1227,2128101228,Chemical Shift Reference,Measurement,DICOM,DICOM Attributes,,00189053,19930101,20991231,
1228,2128101229,Volume Localization Technique,Measurement,DICOM,DICOM Attributes,,00189054,19930101,20991231,
1229,2128101230,MR Acquisition Frequency Encoding Steps,Measurement,DICOM,DICOM Attributes,,00189058,19930101,20991231,
1230,2128101231,De-coupling,Measurement,DICOM,DICOM Attributes,,00189059,19930101,20991231,
1231,2128101232,De-coupled Nucleus,Measurement,DICOM,DICOM Attributes,,00189060,19930101,20991231,
1232,2128101233,De-coupling Frequency,Measurement,DICOM,DICOM Attributes,,00189061,19930101,20991231,
1233,2128101234,De-coupling Method,Measurement,DICOM,DICOM Attributes,,00189062,19930101,20991231,
1234,2128101235,De-coupling Chemical Shift Reference,Measurement,DICOM,DICOM Attributes,,00189063,19930101,20991231,
1235,2128101236,k-space Filtering,Measurement,DICOM,DICOM Attributes,,00189064,19930101,20991231,
1236,2128101237,Time Domain Filtering,Measurement,DICOM,DICOM Attributes,,00189065,19930101,20991231,
1237,2128101238,Number of Zero Fills,Measurement,DICOM,DICOM Attributes,,00189066,19930101,20991231,
1238,2128101239,Baseline Correction,Measurement,DICOM,DICOM Attributes,,00189067,19930101,20991231,
1239,2128101240,Parallel Reduction Factor In-plane,Measurement,DICOM,DICOM Attributes,,00189069,19930101,20991231,
1240,2128101241,Cardiac R-R Interval Specified,Measurement,DICOM,DICOM Attributes,,00189070,19930101,20991231,
1241,2128101242,Acquisition Duration,Measurement,DICOM,DICOM Attributes,,00189073,19930101,20991231,
1242,2128101243,Frame Acquisition DateTime,Measurement,DICOM,DICOM Attributes,,00189074,19930101,20991231,
1243,2128101244,Diffusion Directionality,Measurement,DICOM,DICOM Attributes,,00189075,19930101,20991231,
1244,2128101245,Diffusion Gradient Direction Sequence,Measurement,DICOM,DICOM Attributes,,00189076,19930101,20991231,
1245,2128101246,Parallel Acquisition,Measurement,DICOM,DICOM Attributes,,00189077,19930101,20991231,
1246,2128101247,Parallel Acquisition Technique,Measurement,DICOM,DICOM Attributes,,00189078,19930101,20991231,
1247,2128101248,Inversion Times,Measurement,DICOM,DICOM Attributes,,00189079,19930101,20991231,
1248,2128101249,Metabolite Map Description,Measurement,DICOM,DICOM Attributes,,00189080,19930101,20991231,
1249,2128101250,Partial Fourier,Measurement,DICOM,DICOM Attributes,,00189081,19930101,20991231,
1250,2128101251,Effective Echo Time,Measurement,DICOM,DICOM Attributes,,00189082,19930101,20991231,
1251,2128101252,Metabolite Map Code Sequence,Measurement,DICOM,DICOM Attributes,,00189083,19930101,20991231,
1252,2128101253,Chemical Shift Sequence,Measurement,DICOM,DICOM Attributes,,00189084,19930101,20991231,
1253,2128101254,Cardiac Signal Source,Measurement,DICOM,DICOM Attributes,,00189085,19930101,20991231,
1254,2128101255,Diffusion b-value,Measurement,DICOM,DICOM Attributes,,00189087,19930101,20991231,
1255,2128101256,Diffusion Gradient Orientation,Measurement,DICOM,DICOM Attributes,,00189089,19930101,20991231,
1256,2128101257,Velocity Encoding Direction,Measurement,DICOM,DICOM Attributes,,00189090,19930101,20991231,
1257,2128101258,Velocity Encoding Minimum Value,Measurement,DICOM,DICOM Attributes,,00189091,19930101,20991231,
1258,2128101259,Velocity Encoding Acquisition Sequence,Measurement,DICOM,DICOM Attributes,,00189092,19930101,20991231,
1259,2128101260,Number of k-Space Trajectories,Measurement,DICOM,DICOM Attributes,,00189093,19930101,20991231,
1260,2128101261,Coverage of k-Space,Measurement,DICOM,DICOM Attributes,,00189094,19930101,20991231,
1261,2128101262,Spectroscopy Acquisition Phase Rows,Measurement,DICOM,DICOM Attributes,,00189095,19930101,20991231,
1262,2128101263,Parallel Reduction Factor In-plane (Retired),Measurement,DICOM,DICOM Attributes,,00189096,19930101,20991231,
1263,2128101264,Transmitter Frequency,Measurement,DICOM,DICOM Attributes,,00189098,19930101,20991231,
1264,2128101265,Resonant Nucleus,Measurement,DICOM,DICOM Attributes,,00189100,19930101,20991231,
1265,2128101266,Frequency Correction,Measurement,DICOM,DICOM Attributes,,00189101,19930101,20991231,
1266,2128101267,MR Spectroscopy FOV/Geometry Sequence,Measurement,DICOM,DICOM Attributes,,00189103,19930101,20991231,
1267,2128101268,Slab Thickness,Measurement,DICOM,DICOM Attributes,,00189104,19930101,20991231,
1268,2128101269,Slab Orientation,Measurement,DICOM,DICOM Attributes,,00189105,19930101,20991231,
1269,2128101270,Mid Slab Position,Measurement,DICOM,DICOM Attributes,,00189106,19930101,20991231,
1270,2128101271,MR Spatial Saturation Sequence,Measurement,DICOM,DICOM Attributes,,00189107,19930101,20991231,
1271,2128101272,MR Timing and Related Parameters Sequence,Measurement,DICOM,DICOM Attributes,,00189112,19930101,20991231,
1272,2128101273,MR Echo Sequence,Measurement,DICOM,DICOM Attributes,,00189114,19930101,20991231,
1273,2128101274,MR Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00189115,19930101,20991231,
1274,2128101275,MR Diffusion Sequence,Measurement,DICOM,DICOM Attributes,,00189117,19930101,20991231,
1275,2128101276,Cardiac Synchronization Sequence,Measurement,DICOM,DICOM Attributes,,00189118,19930101,20991231,
1276,2128101277,MR Averages Sequence,Measurement,DICOM,DICOM Attributes,,00189119,19930101,20991231,
1277,2128101278,MR FOV/Geometry Sequence,Measurement,DICOM,DICOM Attributes,,00189125,19930101,20991231,
1278,2128101279,Volume Localization Sequence,Measurement,DICOM,DICOM Attributes,,00189126,19930101,20991231,
1279,2128101280,Spectroscopy Acquisition Data Columns,Measurement,DICOM,DICOM Attributes,,00189127,19930101,20991231,
1280,2128101281,Diffusion Anisotropy Type,Measurement,DICOM,DICOM Attributes,,00189147,19930101,20991231,
1281,2128101282,Frame Reference DateTime,Measurement,DICOM,DICOM Attributes,,00189151,19930101,20991231,
1282,2128101283,MR Metabolite Map Sequence,Measurement,DICOM,DICOM Attributes,,00189152,19930101,20991231,
1283,2128101284,Parallel Reduction Factor out-of-plane,Measurement,DICOM,DICOM Attributes,,00189155,19930101,20991231,
1284,2128101285,Spectroscopy Acquisition Out-of-plane Phase Steps,Measurement,DICOM,DICOM Attributes,,00189159,19930101,20991231,
1285,2128101286,Bulk Motion Status,Measurement,DICOM,DICOM Attributes,,00189166,19930101,20991231,
1286,2128101287,Parallel Reduction Factor Second In-plane,Measurement,DICOM,DICOM Attributes,,00189168,19930101,20991231,
1287,2128101288,Cardiac Beat Rejection Technique,Measurement,DICOM,DICOM Attributes,,00189169,19930101,20991231,
1288,2128101289,Respiratory Motion Compensation Technique,Measurement,DICOM,DICOM Attributes,,00189170,19930101,20991231,
1289,2128101290,Respiratory Signal Source,Measurement,DICOM,DICOM Attributes,,00189171,19930101,20991231,
1290,2128101291,Bulk Motion Compensation Technique,Measurement,DICOM,DICOM Attributes,,00189172,19930101,20991231,
1291,2128101292,Bulk Motion Signal Source,Measurement,DICOM,DICOM Attributes,,00189173,19930101,20991231,
1292,2128101293,Applicable Safety Standard Agency,Measurement,DICOM,DICOM Attributes,,00189174,19930101,20991231,
1293,2128101294,Applicable Safety Standard Description,Measurement,DICOM,DICOM Attributes,,00189175,19930101,20991231,
1294,2128101295,Operating Mode Sequence,Measurement,DICOM,DICOM Attributes,,00189176,19930101,20991231,
1295,2128101296,Operating Mode Type,Measurement,DICOM,DICOM Attributes,,00189177,19930101,20991231,
1296,2128101297,Operating Mode,Measurement,DICOM,DICOM Attributes,,00189178,19930101,20991231,
1297,2128101298,Specific Absorption Rate Definition,Measurement,DICOM,DICOM Attributes,,00189179,19930101,20991231,
1298,2128101299,Gradient Output Type,Measurement,DICOM,DICOM Attributes,,00189180,19930101,20991231,
1299,2128101300,Specific Absorption Rate Value,Measurement,DICOM,DICOM Attributes,,00189181,19930101,20991231,
1300,2128101301,Gradient Output,Measurement,DICOM,DICOM Attributes,,00189182,19930101,20991231,
1301,2128101302,Flow Compensation Direction,Measurement,DICOM,DICOM Attributes,,00189183,19930101,20991231,
1302,2128101303,Tagging Delay,Measurement,DICOM,DICOM Attributes,,00189184,19930101,20991231,
1303,2128101304,Respiratory Motion Compensation Technique Description,Measurement,DICOM,DICOM Attributes,,00189185,19930101,20991231,
1304,2128101305,Respiratory Signal Source ID,Measurement,DICOM,DICOM Attributes,,00189186,19930101,20991231,
1305,2128101306,Chemical Shift Minimum Integration Limit in Hz,Measurement,DICOM,DICOM Attributes,,00189195,19930101,20991231,
1306,2128101307,Chemical Shift Maximum Integration Limit in Hz,Measurement,DICOM,DICOM Attributes,,00189196,19930101,20991231,
1307,2128101308,MR Velocity Encoding Sequence,Measurement,DICOM,DICOM Attributes,,00189197,19930101,20991231,
1308,2128101309,First Order Phase Correction,Measurement,DICOM,DICOM Attributes,,00189198,19930101,20991231,
1309,2128101310,Water Referenced Phase Correction,Measurement,DICOM,DICOM Attributes,,00189199,19930101,20991231,
1310,2128101311,MR Spectroscopy Acquisition Type,Measurement,DICOM,DICOM Attributes,,00189200,19930101,20991231,
1311,2128101312,Respiratory Cycle Position,Measurement,DICOM,DICOM Attributes,,00189214,19930101,20991231,
1312,2128101313,Velocity Encoding Maximum Value,Measurement,DICOM,DICOM Attributes,,00189217,19930101,20991231,
1313,2128101314,Tag Spacing Second Dimension,Measurement,DICOM,DICOM Attributes,,00189218,19930101,20991231,
1314,2128101315,Tag Angle Second Axis,Measurement,DICOM,DICOM Attributes,,00189219,19930101,20991231,
1315,2128101316,Frame Acquisition Duration,Measurement,DICOM,DICOM Attributes,,00189220,19930101,20991231,
1316,2128101317,MR Image Frame Type Sequence,Measurement,DICOM,DICOM Attributes,,00189226,19930101,20991231,
1317,2128101318,MR Spectroscopy Frame Type Sequence,Measurement,DICOM,DICOM Attributes,,00189227,19930101,20991231,
1318,2128101319,MR Acquisition Phase Encoding Steps in-plane,Measurement,DICOM,DICOM Attributes,,00189231,19930101,20991231,
1319,2128101320,MR Acquisition Phase Encoding Steps out-of-plane,Measurement,DICOM,DICOM Attributes,,00189232,19930101,20991231,
1320,2128101321,Spectroscopy Acquisition Phase Columns,Measurement,DICOM,DICOM Attributes,,00189234,19930101,20991231,
1321,2128101322,Cardiac Cycle Position,Measurement,DICOM,DICOM Attributes,,00189236,19930101,20991231,
1322,2128101323,Specific Absorption Rate Sequence,Measurement,DICOM,DICOM Attributes,,00189239,19930101,20991231,
1323,2128101324,RF Echo Train Length,Measurement,DICOM,DICOM Attributes,,00189240,19930101,20991231,
1324,2128101325,Gradient Echo Train Length,Measurement,DICOM,DICOM Attributes,,00189241,19930101,20991231,
1325,2128101326,Arterial Spin Labeling Contrast,Measurement,DICOM,DICOM Attributes,,00189250,19930101,20991231,
1326,2128101327,MR Arterial Spin Labeling Sequence,Measurement,DICOM,DICOM Attributes,,00189251,19930101,20991231,
1327,2128101328,ASL Technique Description,Measurement,DICOM,DICOM Attributes,,00189252,19930101,20991231,
1328,2128101329,ASL Slab Number,Measurement,DICOM,DICOM Attributes,,00189253,19930101,20991231,
1329,2128101330,ASL Slab Thickness,Measurement,DICOM,DICOM Attributes,,00189254,19930101,20991231,
1330,2128101331,ASL Slab Orientation,Measurement,DICOM,DICOM Attributes,,00189255,19930101,20991231,
1331,2128101332,ASL Mid Slab Position,Measurement,DICOM,DICOM Attributes,,00189256,19930101,20991231,
1332,2128101333,ASL Context,Measurement,DICOM,DICOM Attributes,,00189257,19930101,20991231,
1333,2128101334,ASL Pulse Train Duration,Measurement,DICOM,DICOM Attributes,,00189258,19930101,20991231,
1334,2128101335,ASL Crusher Flag,Measurement,DICOM,DICOM Attributes,,00189259,19930101,20991231,
1335,2128101336,ASL Crusher Flow Limit,Measurement,DICOM,DICOM Attributes,,0018925A,19930101,20991231,
1336,2128101337,ASL Crusher Description,Measurement,DICOM,DICOM Attributes,,0018925B,19930101,20991231,
1337,2128101338,ASL Bolus Cut-off Flag,Measurement,DICOM,DICOM Attributes,,0018925C,19930101,20991231,
1338,2128101339,ASL Bolus Cut-off Timing Sequence,Measurement,DICOM,DICOM Attributes,,0018925D,19930101,20991231,
1339,2128101340,ASL Bolus Cut-off Technique,Measurement,DICOM,DICOM Attributes,,0018925E,19930101,20991231,
1340,2128101341,ASL Bolus Cut-off Delay Time,Measurement,DICOM,DICOM Attributes,,0018925F,19930101,20991231,
1341,2128101342,ASL Slab Sequence,Measurement,DICOM,DICOM Attributes,,00189260,19930101,20991231,
1342,2128101343,Chemical Shift Minimum Integration Limit in ppm,Measurement,DICOM,DICOM Attributes,,00189295,19930101,20991231,
1343,2128101344,Chemical Shift Maximum Integration Limit in ppm,Measurement,DICOM,DICOM Attributes,,00189296,19930101,20991231,
1344,2128101345,Water Reference Acquisition,Measurement,DICOM,DICOM Attributes,,00189297,19930101,20991231,
1345,2128101346,Echo Peak Position,Measurement,DICOM,DICOM Attributes,,00189298,19930101,20991231,
1346,2128101347,CT Acquisition Type Sequence,Measurement,DICOM,DICOM Attributes,,00189301,19930101,20991231,
1347,2128101348,Acquisition Type,Measurement,DICOM,DICOM Attributes,,00189302,19930101,20991231,
1348,2128101349,Tube Angle,Measurement,DICOM,DICOM Attributes,,00189303,19930101,20991231,
1349,2128101350,CT Acquisition Details Sequence,Measurement,DICOM,DICOM Attributes,,00189304,19930101,20991231,
1350,2128101351,Revolution Time,Measurement,DICOM,DICOM Attributes,,00189305,19930101,20991231,
1351,2128101352,Single Collimation Width,Measurement,DICOM,DICOM Attributes,,00189306,19930101,20991231,
1352,2128101353,Total Collimation Width,Measurement,DICOM,DICOM Attributes,,00189307,19930101,20991231,
1353,2128101354,CT Table Dynamics Sequence,Measurement,DICOM,DICOM Attributes,,00189308,19930101,20991231,
1354,2128101355,Table Speed,Measurement,DICOM,DICOM Attributes,,00189309,19930101,20991231,
1355,2128101356,Table Feed per Rotation,Measurement,DICOM,DICOM Attributes,,00189310,19930101,20991231,
1356,2128101357,Spiral Pitch Factor,Measurement,DICOM,DICOM Attributes,,00189311,19930101,20991231,
1357,2128101358,CT Geometry Sequence,Measurement,DICOM,DICOM Attributes,,00189312,19930101,20991231,
1358,2128101359,Data Collection Center (Patient),Measurement,DICOM,DICOM Attributes,,00189313,19930101,20991231,
1359,2128101360,CT Reconstruction Sequence,Measurement,DICOM,DICOM Attributes,,00189314,19930101,20991231,
1360,2128101361,Reconstruction Algorithm,Measurement,DICOM,DICOM Attributes,,00189315,19930101,20991231,
1361,2128101362,Convolution Kernel Group,Measurement,DICOM,DICOM Attributes,,00189316,19930101,20991231,
1362,2128101363,Reconstruction Field of View,Measurement,DICOM,DICOM Attributes,,00189317,19930101,20991231,
1363,2128101364,Reconstruction Target Center (Patient),Measurement,DICOM,DICOM Attributes,,00189318,19930101,20991231,
1364,2128101365,Reconstruction Angle,Measurement,DICOM,DICOM Attributes,,00189319,19930101,20991231,
1365,2128101366,Image Filter,Measurement,DICOM,DICOM Attributes,,00189320,19930101,20991231,
1366,2128101367,CT Exposure Sequence,Measurement,DICOM,DICOM Attributes,,00189321,19930101,20991231,
1367,2128101368,Reconstruction Pixel Spacing,Measurement,DICOM,DICOM Attributes,,00189322,19930101,20991231,
1368,2128101369,Exposure Modulation Type,Measurement,DICOM,DICOM Attributes,,00189323,19930101,20991231,
1369,2128101370,Estimated Dose Saving,Measurement,DICOM,DICOM Attributes,,00189324,19930101,20991231,
1370,2128101371,CT X-Ray Details Sequence,Measurement,DICOM,DICOM Attributes,,00189325,19930101,20991231,
1371,2128101372,CT Position Sequence,Measurement,DICOM,DICOM Attributes,,00189326,19930101,20991231,
1372,2128101373,Table Position,Measurement,DICOM,DICOM Attributes,,00189327,19930101,20991231,
1373,2128101374,Exposure Time in ms,Measurement,DICOM,DICOM Attributes,,00189328,19930101,20991231,
1374,2128101375,CT Image Frame Type Sequence,Measurement,DICOM,DICOM Attributes,,00189329,19930101,20991231,
1375,2128101376,X-Ray Tube Current in mA,Measurement,DICOM,DICOM Attributes,,00189330,19930101,20991231,
1376,2128101377,Exposure in mAs,Measurement,DICOM,DICOM Attributes,,00189332,19930101,20991231,
1377,2128101378,Constant Volume Flag,Measurement,DICOM,DICOM Attributes,,00189333,19930101,20991231,
1378,2128101379,Fluoroscopy Flag,Measurement,DICOM,DICOM Attributes,,00189334,19930101,20991231,
1379,2128101380,Distance Source to Data Collection Center,Measurement,DICOM,DICOM Attributes,,00189335,19930101,20991231,
